Character,Reading,Examples
嘲,TRÀO,"嘲諷 trào phúng
自嘲 tự trào
嘲弄 trào lộng"
嘲,chào,"嘲𠳨 chào hỏi
吀嘲 xin chào
[翻]"
𢫵,trau,𢫵𢬗 trau dồi
𤛠,trâu,"𤛠𤙭 trâu bò
頭𤛠𩈘馭 đầu trâu mặt ngựa
()"
𤛠,tru,⇔𤛠trâu
𦺓,trầu,"𣘃𦺓 cây trầu
𦺓槹 trầu cau
咹𦺓 ăn trầu
[翻]"
𦺓,giầu,⇔𦺓trầu
𥯌,tre,"𣘃𥯌 cây tre
𤅶𥯌 Bến Tre
[翻]"
𥘷,trẻ,"𥘷𡮈 trẻ nhỏ
𥘷中 trẻ trung
𥘷𡥵 trẻ con
[異]稚"
𡂙,trề,"𡂙腜 trề môi
𣼼𡂙 tràn trề"
𬓐,trễ,"𬓐𣇞 trễ giờ
踸𬓐 chậm trễ"
𠹖,trẽn,𥗁𠹖 trơ trẽn
𨑗,trên,"於𨑗 ở trên
𨑗𡗶 trên trời
[翻][異]𨕭"
撩,treo,"撩旗 treo cờ
撩𬨠 treo lên
𠦳斤撩𥾘𩯀 ngàn cân treo sợi tóc"
𤽀,trẻo,"𤽸𤽀 trắng trẻo
[翻]"
𨅹,trèo,"蹽𨅹 leo trèo
𨅹𣘃 trèo cây"
知,TRI,"先知 tiên tri
知覺 tri giác
知識 tri thức
良知 lương tri
[翻]"
致,TRÍ,"一致 nhất trí
休致 hưu trí
致力 trí lực
致命 trí mạng"
智,TRÍ,"理智 lí trí
才智 tài trí
智𢖵 trí nhớ
智力 trí lực"
置,TRÍ,"裝置 trang trí
位置 vị trí
布置 bố trí"
池,TRÌ,"城池 thành trì
越池 Việt Trì"
池,đìa,"潭池 đằm đìa
𤎕池扒𩵜 tắt đìa bắt cá
𧴱池𫥨 nợ đìa ra"
持,TRÌ,"維持 duy trì
主持 chủ trì
保持 bảo trì
堅持 kiên trì"
馳,TRÌ,"馳驅 trì khu
馳名 trì danh"
墀,TRÌ,"丹墀 đan trì
玉墀 ngọc trì"
遲,TRÌ,"遲緩 trì hoãn
遲鈍 trì độn
遲滯 trì trệ
凌遲 lăng trì"
遲,chầy,"𱢤遲 bấy chầy
遲𨧣 chầy xớt
拯𫏢時遲 chẳng chóng thì chầy"
稚,TRĨ,幼稚 ấu trĩ
治,TRỊ,"政治 chính trị
治安 trị an"
治,chệ,沾治 chễm chệ
治,trịa,圇治 tròn trịa
值,TRỊ,價值 giá trị
值,TRỰC,值日 trực nhật
摘,TRÍCH,"指摘 chỉ trích
摘錄 trích lục
[翻]"
展,TRIỂN,"發展 phát triển
展覽 triển lãm
展望 triển vọng"
哲,TRIẾT,"哲學 triết học
賢哲 hiền triết"
蜇,triết,"𡥵蜇 con triết
𪘵蜇 răng triết"
撤,TRIỆT,撤銷 triệt tiêu
徹,TRIỆT,"徹底 triệt để
貫徹 quán triệt"
朝,TRIỀU,"朝代 triều đại
朝廷 triều đình
天朝 thiên triều
朝鮮 Triều Tiên"
朝,chiều,"朝向 chiều hướng
朝高 chiều cao
朝𡥵 chiều con
朝𡮶 chiều chuộng
𫥨朝輕鄙 ra chiều khinh bỉ"
潮,TRIỀU,"水潮 thuỷ triều
海潮 hải triều"
潮,thiều,梶潮 vải thiều
潮,trào,"㳥潮 sóng trào
高潮 cao trào
退潮 thoái trào
潮流 tràolưu
風潮 phong trào
[翻]"
召,TRIỆU,"召見 triệu kiến
召集 triệu tập
召回 triệu hồi"
兆,TRIỆU,"𠬠兆 một triệu
兆症 triệu chứng"
趙,TRIỆU,婆趙 bà Triệu
貞,TRINH,"貞白 trinh bạch
貞女 trinh nữ
貞原 trinh nguyên
[翻]"
偵,TRINH,"偵探 trinh thám
偵察 trinh sát"
楨,TRINH,潘周楨 Phan Chu Trinh
呈,TRÌNH,"呈排 trình bày
遞呈 đệ trình"
程,TRÌNH,"程度 trình độ
章程 chương trình
重程 trùng trình
規程 quy trình
行程 hành trình"
鄭,TRỊNH,"鄭重 trịnh trọng
𣱆鄭 họ Trịnh"
𢩪,trìu,"𢩪𢗔 trìu mến
[翻]"
𥾇,trĩu,"𥾇𥘀 trĩu nặng
𥾇𦅄 trĩu trịt"
𠻀,trò,"𫜵𠻀 làm trò
𠻀𨔈 trò chơi
𡀯𠻀 chuyện trò"
擼,trổ,"𪮻擼 chạm trổ
鋟擼 xăm trổ"
𥗁,trơ,"𥗁𥋽 trơ tráo
𥗁𠹖 trơ trẽn"
阻,TRỞ,"阻礙 trở ngại
捍阻 cản trở
仄阻 trắc trở"
𠭤,trở,"𠭤成 trở thành
𠭤𧗱 trở về
[異]阻𧿨"
𠭤,giở,"𠭤症 giở chứng
𠭤𩙍 giở gió
𠭤𩈘 giở mặt
𠭤𩱻 giở quẻ
⇔𠭤trở"
𠭤,lở,⇔𠭤trở
助,TRỢ,"互助 hỗ trợ
助理 trợ lí
救助 cứu trợ
助力 trợ lực
[翻]"
繓,trói,"繓𫃚 trói buộc
扒姑繓榾 bắt cô trói cột"
𪳹,trọi,𪳹𣹗 trọi trơn
𪳹,trụi,"𥗁𪳹 trơ trụi
陳𪳹 trần trụi
[翻]"
㵢,trôi,"㵢浽 trôi nổi
[翻]"
𨊚,trội,越𨊚 vượt trội
𡗶,trời,"𡗶𡐙 trời đất
意𡗶 ý trời
𡗶佛 trời phật
𡗶青 trời xanh
[翻]"
𡗶,giời,"𤏬𡗶 sáng giời
𡗶𡐙 giời đất
⇔𡗶trời"
𥌈,trộm,"咹𥌈 ăn trộm
仉𥌈 kẻ trộm
𥌈擬哴 trộm nghĩ rằng
[翻]"
圇,tròn,"𦝄圇 trăng tròn
𤥑圇 vòng tròn
𣃱圇 vuông tròn
圇𠸩 tròn trĩnh
[翻][異]𧷺𡃋"
圇,trõn,"圇圇 tròn trõn
[翻]"
𠓻,trọn,𠓻襘 trọn gói
𢶿,trộn,搽𢶿 trà trộn
𣹗,trơn,紗𣹗 sa trơn
𥉲,trợn,𥉲圇 trợn tròn
𥉲,trờn,"𥉲𥉲 trờn trợn
⇔𥉲trợn"
沖,trong,"沖令 trong lành
𤏬沖 sáng trong
沖𠁸 trong suốt
𢭬濁𢵱沖 gạn đục khơi trong
[異]𤄯"
𥪝,trong,"𥪝外 trong ngoài
𥪝茹 trong nhà
[異]𥪞"
仲,TRỌNG,"仲裁 trọng tài
仲春 trọng xuân
昆仲 côn trọng
[翻]"
重,TRỌNG,"關重 quan trọng
重要 trọng yếu
重用 trọng dụng
䀡重 xem trọng"
重,TRÙNG,"重疊 trùng điệp
重逢 trùng phùng
重程 trùng trình"
重,chồng,"重㩫 chồng chất
重埬 chồng đống"
重,chùng,縶重 chập chùng
矓,trông,"矓䟻 trông chờ
矓懞 trông mong
[異]𬂙𬖉()"
𤿰,trống,"打𤿰 đánh trống
鉦𤿰 chiêng trống
𤿰𩚵 trống cơm
𤿰更 trống canh
[異]𪔠𫪹"
𥧪,trống,"𥧪𱱇 trống trải
𥧪咏 trống vắng"
𥧪,chống,"𥧪𠰪 chống chếnh
⇔𥧪trống"
𣑺,trồng,"𣑺𢫖 trồng trọt
𣑺花 trồng hoa"
𣑺,giồng,⇔𣑺trồng
跌,trợt,跌𣼷 trợt lớt
跌,trượt,"跌氷 trượt băng
跌雪 trượt tuyết"
咮,tru,咮𧾿 tru tréo
咮,trụa,摨咮 trầy trụa
住,TRÚ,"居住 cư trú
住貫 trú quán
住寓 trú ngụ
住民 trú dân
住𩄎 trú mưa
住隱 trú ẩn"
住,TRỤ,"住所 trụ sở
住持 trụ trì"
住,giọ,佋住 giẹo giọ
住,trọ,"茹住 nhà trọ
於住 ở trọ"
駐,TRÚ,"駐軍 trú quân
駐蹎 trú chân"
擣,trù,"擣殀 trù ẻo
擣𡏽 trù dập
()"
疇,TRÙ,範疇 phạm trù
籌,TRÙ,"籌備 trù bị
籌料 trù liệu
預籌 dự trù
籌併 trù tính
()"
宙,trụ,"宇宙 vũ trụ
[翻]"
柱,TRỤ,"柱榾 trụ cột
棱柱 lăng trụ
形柱 hình trụ
朱𠬠中隊柱徠抵打敌 cho một trung đội trụ lại để đánh địch"
著,TRỨ,"著述 trứ thuật
著名 trứ danh"
著,nước,著棋 nước cờ
除,TRỪ,"免除 miễn trừ
剿除 tiễu trừ
排除 bài trừ
除非 trừ phi
除去 trừ khử
法除 phép trừ"
除,chừa,"除𩈘 chừa mặt
除𫇿蘿 chừa thuốc lá"
儲,TRỪ,儲備 trừ bị
貯,TRỮ,"貯量 trữ lượng
預貯 dự trữ
積貯 tích trữ"
貯,chứa,㩫貯 chất chứa
曥,trưa,"班曥 ban trưa
()"
迍,TRUÂN,"艱迍 gian truân
迍邅 truân chuyên
迍邅 truân chiên"
迍,đón,"迻迍 đưa đón
迍塘 đón đường
迍春 đón xuân
迍接 đón tiếp"
竹,TRÚC,竹葉 trúc diệp
築,TRÚC,"建築 kiến trúc
構築 cấu trúc"
逐,TRỤC,"逐出 trục xuất
驅逐 khu trục"
軸,TRỤC,"軸車 trục xe
同軸 đồng trục"
𢴊,trục,"𣛠𢴊 máy trục
竿𢴊 cần trục
𢴊𣾼 trục vớt"
𢴊,trùng,"𢴊𢴊 trùng trục
⇔𢴊trục"
直,TRỰC,"直接 trực tiếp
忠直 trung trực
直覺 trực giác
直言 trực ngôn
直線 trực tuyến
[翻]"
追,TRUY,"追及 truy cập
追𨓡 truy lùng
追尋 truy tìm
追悼 truy điệu
追封 truy phong"
墜,TRUỴ,"墜落 truỵ lạc
墜循環 truỵ tuần hoàn"
傳,TRUYỀN,"傳說 truyền thuyết
宣傳 tuyên truyền
傳𠫾 truyền đi
傳令 truyền lệnh"
傳,TRUYỆN,"外傳 ngoại truyện
自傳 tự truyện
傳翹 Truyện Kiều"
傳,chuyền,"傳琫 chuyền bóng
絏傳 dây chuyền"
𠆳,trùm,"包𠆳 bao trùm
翁𠆳 ông trùm
[翻]"
中,TRUNG,"中部 trung bộ
中心 trung tâm"
中,TRÚNG,"中計 trúng kế
𢏑中 bắn trúng
中意 trúng ý
中毒 trúng độc
中彈 trúng đạn
中風 trúng phong"
忠,TRUNG,"忠誠 trung thành
忠孝 trung hiếu
[翻]"
蟲,TRÙNG,"殺蟲 sát trùng
昆蟲 côn trùng
微蟲 vi trùng
()"
徵,TRƯNG,"特徵 đặc trưng
象徵 tượng trưng
徵兵 trưng binh
徵求 trưng cầu
[翻]"
徵,trưng,"徵排 trưng bày
徵面 trưng diện
𤏬徵 sáng trưng
[翻]"
徵,chưng,⇔徵trưng（𡨸喃chữNôm）
𱑛,trứng,"𱑛𪃿 trứng gà
𠬠佐𱑛 một tá trứng"
澄,TRỪNG,澄清 trừng thanh
澄,chừng,"䁛澄 coi chừng
約澄 ước chừng
度澄 độ chừng"
懲,TRỪNG,懲罰 trừng phạt
𠓀,trước,"𠓀低 trước đây
𠫾𠓀 đi trước
𠓀𢖖󠄁 trước sau
[異]畧𫏾"
𦚭,truồng,陳𦚭 trần truồng
張,TRƯƠNG,"主張 chủ trương
誇張 khoa trương
緊張 khẩn trương
張冊 trương sách
張弓 trương cung
張帆 trương buồm"
張,chăng,"張畑 chăng đèn
張絏 chăng dây"
張,trang,張正 trang chính
張,giăng,⇔張chăng
賬,trương,"賬目 trương mục
賬簿 trương bộ"
帳,TRƯỚNG,"幅帳 bức trướng
幔帳 màn trướng"
場,TRƯỜNG,"戰場 chiến trường
會場 hội trường
場學 trường học"
抽,TRỪU,抽象 trừu tượng
幽,U,"幽暗 u ám
幽𢞂 u buồn
幽谷 u cốc
吶幽㐵 nói u ơ
[翻]"
膒,ủ,"膒癒 ủ rũ
𬪁膒 ấp ủ
膒糞 ủ phân"
𢛨,ưa,𢛨適 ưa thích
抑,ỨC,"抑制 ức chế
鬱抑 uất ức
𤋾抑 ấm ức"
憶,ỨC,"回憶 hồi ức
記憶 kí ức
[翻]"
臆,ỨC,"𩩫臆 xương ức
臆斷 ức đoán
臆說 ức thuyết"
熨,ủi,"𣛠熨 máy ủi
熨𡐙 ủi đất
盤熨 bàn ủi"
威,UY,"威力 uy lực
權威 quyền uy
威名 uy danh
威嚴 uy nghiêm
軍威 quân uy
示威 thị uy
[翻]"
威,OAI,"威衛 oai vệ
威嚴 oai nghiêm
威風 oai phong
威儀 oainghi
𫥨威 ra oai
⇔威uy"
委,UỶ,"委班 uỷ ban
委員 uỷ viên
委任 uỷ nhiệm
黨委 đảng uỷ
委託 uỷ thác"
尉,UÝ,"大尉 đại uý
准尉 chuẩn uý"
淵,UYÊN,"淵深 uyên thâm
淵博 uyên bác"
婉,UYỂN,婉轉 uyển chuyển
雍,UNG,"雍容 ung dung
[翻]"
擁,ỦNG,擁護 ủng hộ
臃,ỦNG,"臃腫 ủng sũng
柑臃 cam ủng"
澭,úng,"汲澭 ngập úng
澭水 úng thuỷ
果澭 quả úng
𢳥澭 tháo úng
𬪁澭 ấp úng
蔞𣩂澭 rau chết úng"
應,ƯNG,"應意 ưng ý
不應 bất ưng
應順 ưng thuận
[翻]"
應,ỨNG,"反應 phản ứng
適應 thích ứng
應答 ứng đáp
應付 ứng phó
[翻]"
應,ứng,"碎應朱舅饒妬錢𠓀 tôi ứng cho cậu nhiêu đó tiền trước
[翻]"
約,ƯỚC,"約定 ước định
條約 điều ước
約數 ước số
約呦 ước ao
約懞 ước mong
[翻]"
約,ước,"約呦 ước ao
約懞 ước mong
[翻]"
捥,uốn,捥𫅤 uốn lượn
枉,UỔNG,"枉功 uổng công
冤枉 oan uổng
枉費 uổng phí
枉錢 uổng tiền
押枉 ép uổng"
㕵,uống,"㕵𣷱 uống sữa
㕵茶 uống trà
[異]𠶖"
央,ƯƠNG,中央 trung ương
怏,ương,"椳怏 ổi ương
怏𡁎 ương dở
怏厄 ương ách"
殃,ƯƠNG,災殃 tai ương
秧,ƯƠNG,"秧𣘃 ương cây
秧𩵜 ương cá"
㲸,ướt,"㲸遏 ướt át
𤀔㲸 ẩm ướt"
挹,úp,"挹𬺗 úp xuống
打挹 đánh úp
[翻]"
𠃝,út,"𡥵𠃝 con út
㛪𠃝 em út
[翻]"
憂,ƯU,"憂煩 ưu phiền
分憂 phân ưu
憂愁 ưu sầu"
憂,âu,"憂掩 âu yếm
𢥈憂 lo âu
憂愁 âu sầu"
優,ƯU,"優先 ưu tiên
優勢 ưu thế
優待 ưu đãi
優秀 ưu tú
[翻]"
𡲤,vả,"𡲤徠 vả lại
𡲤𠰘 vả miệng"
𦀪,vá,"裙𦀪襠 quần vá đũng
𦀪𬗠 vá víu"
吧,và,"㛪吧碎 em và tôi
頭吧蹎𢬣 đầu và chân tay"
𢯓,và,"𢯓𩚵 và cơm
𧣕𢯓 tù và"
𠳿,vã,"咹𠳿 ăn vã
𠳚𠳿 cãi vã"
浘,vã,"浘蒲洃 vã mồ hôi
浘𫇿 vã thuốc"
𨁱,vã,"𢪱𨁱 vật vã
𫏚𨁱 vội vã"
𱠲,vác,"扑𱠲 bốc vác
[翻]"
壁,vách,"擦壁 sát vách
茹連壁 nhà liền vách"
㩇,vạch,"㩇陳 vạch trần
碼㩇 mã vạch
𢩫㩇 kẻ vạch"
㩇,vệch,⇔㩇vạch
𦠘,vai,"𠁔𦠘 sánh vai
𦠘髀 vai vế
[翻]()"
𡲫,vải,"𡲫𥾘 vải sợi
𥿍𡲫 khổ vải"
𠄧,vài,"𠬠𠄧 một vài
𠄧𠀧 vài ba
[異]𠄽𣀟"
䞈,vay,"䞈錢 vay tiền
䞈摱 vay mượn
朱䞈 cho vay"
捤,vẫy,"捤𢬣 vẫy tay
捤摓 vẫy vùng"
丕,vậy,"如丕 như vậy
爲丕 vì vậy"
丕,dậy,⇔丕vậy
丕,vầy,⇔丕vậy
𠹚,van,"𠹚吀 van xin
𠹚奈 van nài
𠹚心 van tim"
挽,VÃN,"嘆挽 than vãn
哀挽 ai vãn
救挽 cứu vãn
喝挽 hát vãn"
晚,VÃN,"晚𣈜 vãn ngày
晚役 vãn việc
晚年 vãn niên
𬋱晚 ve vãn"
晚,muộn,"秋晚 thu muộn
晚芒 muộn màng"
萬,VẠN,"萬事 vạn sự
萬物 vạn vật
萬一 vạn nhất
萬歲 vạn tuế
()"
萬,man,"幾萬 cơ man
𠬠萬 một man"
萬,vàn,"𨷈萬 muôn vàn
無萬 vô vàn"
文,VĂN,"文章 văn chương
人文 nhân văn
句文 câu văn
[翻]"
紋,VĂN,花紋 hoa văn
紋,vân,"𫄎紋 lụa vân
紋𢬣 vân tay
楛𬅀固紋惵 gỗ lát có vân đẹp"
聞,VĂN,新聞 tân văn
𬑰,vắn,"𬑰𨄠 vắn tắt
[異]𥐆"
彣,vằn,"馭彣 ngựa vằn
彣綄 vằn vện"
紜,VÂN,"紛紜 phân vân
[翻]"
雲,VÂN,"雲杉 vân sam
雲霞 vân hà"
雲,vằn,雲吞 vằn thắn
問,VẤN,"問題 vấn đề
學問 học vấn
問安 vấn an
審問 thẩm vấn"
𦄞,vấn,"𦄞𥿁 vấn vương
𦄞𩯀 vấn tóc"
吻,vẫn,"吻𡀳 vẫn còn
吻𣗓 vẫn chưa
[異]刎"
絆,vận,絆裙 vận quần
絆,bận,"咹絆 ăn bận
絆襖 bận áo
⇔絆vận"
運,VẬN,"運動 vận động
運載 vận tải
運數 vận số"
運,vần,搓運 xoay vần
韻,VẬN,"音韻 âm vận
韻母 vận mẫu
風韻 phong vận"
韻,vần,"打韻 đánh vần
協韻 hiệp vần"
㘇,vang,"㘇淩 vang lừng
㗂㘇 tiếng vang
音㘇 âm vang
𨤔㘇 vẻ vang
𨢇㘇 rượu vang
[翻]()"
𤷮,váng,𤶜𤷮 choáng váng
鐄,vàng,"鐄鶯 vàng anh
鐄蘿 vàng lá
鐄心 vàng tâm"
挷,văng,"橋挷 cầu văng
挷𫥨 văng ra"
𦕟,vẳng,"𦕟𦕟 văng vẳng
𦕟𦖑 vẳng nghe
𦕟㗂 vẳng tiếng"
𦕟,văng,"𦕟𦕟 văng vẳng
⇔𦕟vẳng"
咏,vắng,"咏悄 vắng teo
咏𩈘 vắng mặt
𥧪咏 trống vắng
賒咏 xa vắng"
𠳐,vâng,"㖡𠳐 dạ vâng
[翻]"
鑅,vành,"鑅𦖻 vành tai
鑅墆 vành đai
鑅圇 vành tròn
鑅𥴗 vành thúng
鑅𤔻馭 vành móng ngựa"
鑅,vạnh,鑅鑅 vành vạnh
𠓨,vào,"信𠓨 tin vào
澦𠓨 dựa vào
[翻]"
伆,vặt,𠇁伆 dằn vặt
沕,vất,"沕𬨠 vất lên
沕彷 vất vưởng"
𢪱,vật,"𢪱𪵅 vật lộn
𢪱𨁟 vật ngã
[異]勿沕"
物,VẬT,"信物 tín vật
植物 thực vật
畜物 súc vật
[翻]"
𡐮,ve,𡐮𫇿𧹻 ve thuốc đỏ
𨤔,vẻ,"𠍵𨤔 dáng vẻ
𨤔㘇 vẻ vang
𢝙𨤔 vui vẻ"
𥿯,vé,"𥿯劇 vé kịch
檢𥿯 kiểm vé
𥿯去回 vé khứ hồi"
𦘧,vẽ,"𦘧幀 vẽ tranh
𦘧樸 vẽ phác
門𦘧 môn vẽ
𦘧𡸏 vẽ vời
𦘧形 vẽ hình
()"
髀,vế,𦠘髀 vai vế
𧗱,về,"𠭤𧗱 trở về
𧗱茹 về nhà"
衛,VỆ,"保衛 bảo vệ
衛生 vệ sinh
衛星 vệ tinh
衛塘 vệ đường
[翻]"
捖,vẹn,"捖全 vẹn toàn
𠓻捖 trọn vẹn
原捖 nguyên vẹn
㖹捖 vỏn vẹn"
捖,vẻn,"捖捖 vẻn vẹn
⇔捖vẹn"
𣷴,veo,"沖𣷴 trong veo
消𣷴𪥘󠄁錢 tiêu veo cả tiền"
𢵼,vét,"噅𢵼 vơ vét
𢵼鈉 vét nồi"
𠾲,vẹt,"𩌂𠾲𨃴 giầy vẹt gót
𤷱𠾲 mòn vẹt"
𤵖,vết,"𤵖跡 vết tích
𤵖傷 vết thương"
圍,VI,"範圍 phạm vi
周圍 chu vi
()"
圍,vây,"包圍 bao vây
棋圍 cờ vây
圍𨒺 vây quanh"
爲,VI,行爲 hành vi
爲,VỊ,爲他 vị tha
爲,vì,"在爲 tại vì
𤳸爲 bởi vì"
違,VI,違犯 vi phạm
微,VI,"精微 tinh vi
微波 vi ba
紫微 tử vi
微生物 vi sinh vật"
尾,VĨ,"鳶尾 diên vĩ
鳳尾 phượng vĩ"
偉,VĨ,"偉大 vĩ đại
雄偉 hùng vĩ
偉模 vĩ mô"
緯,VĨ,"緯度 vĩ độ
緯線 vĩ tuyến"
位,VỊ,"位置 vị trí
位勢 vị thế
學位 học vị"
位,vì,"治位 trị vì
𠬠位將才 một vì tướng tài"
味,VỊ,"味𤮾 vị ngọt
苿味 mùi vị
加味 gia vị
趣味 thú vị
無味 vô vị"
味,mì,味精 mì chính
彙,VỊ,字彙 tự vị
彙,VỰNG,"詞彙 từ vựng
彙集 vựng tập"
謂,VỊ,謂之 vị chi
𤽶,vía,拔𤽶 bạt vía
炎,VIÊM,"炎肺 viêm phổi
炎𦙥 viêm họng"
員,VIÊN,"生員 sinh viên
人員 nhân viên
黨員 đảng viên
員職 viên chức"
園,VIÊN,"公園 công viên
花園 hoa viên
趣田園 thú điền viên"
園,vườn,"園𣘃 vườn cây
𫜵園 làm vườn"
圓,VIÊN,"圓彈 viên đạn
圓寂 viên tịch"
遠,VIỄN,"永遠 vĩnh viễn
遠處 viễn xứ
遠征 viễn chinh
遠東 Viễn Đông"
遠,viển,遠望 viển vông
院,VIỆN,"書院 thư viện
院冊 viện sách
病院 bệnh viện
入院 nhập viện"
援,VIỆN,"救援 cứu viện
援助 viện trợ
增援 tăng viện
援理 viện lí"
援,vịn,"𢬣援 tay vịn
援𦠘 vịn vai
[翻]"
怺,viếng,"怺探 viếng thăm
賵怺 phúng viếng
[異]咏"
曰,VIẾT,"子曰 Tử viết
搊曰 Xô-viết"
𢪏,viết,"𢪏書 viết thư
𢪏帖 viết thiếp
𡨸𢪏 chữ viết
𢪏攊 viết lách
[異]曰"
越,VIỆT,"越南 Việt Nam
𠊛越 người Việt
超越 siêu việt"
越,vượt,"越過 vượt qua
越𣞪 vượt mức"
榮,VINH,"光榮 quang vinh
尊榮 tôn vinh
虛榮 hư vinh
榮幸 vinh hạnh
顯榮 hiển vinh
()"
永,VĨNH,"永遠 vĩnh viễn
永久 vĩnh cửu
[翻]"
永,vinh,"城庯永 Thành phố Vinh
[翻]"
泳,vịnh,泳下龍 vịnh Hạ Long
詠,VỊNH,"吟詠 ngâm vịnh
詠景 vịnh cảnh"
𩿠,vịt,"𡥵𩿠 con vịt
𪃿𩿠 gà vịt
信𩿠 tin vịt
𫿒𩿠 vờ vịt
[異]𬷲𪆧"
𬗠,víu,"𦀪𬗠 vá víu
𦁽𬗠 vướng víu
[翻]"
𤿭,vỏ,"剝𤿭 bóc vỏ
揸劍𠓨𤿭 tra kiếm vào vỏ"
武,VÕ,"武士 võ sĩ
武俠 võ hiệp
武將 võ tướng
文武 văn võ"
武,VŨ,"武器 vũ khí
武力 vũ lực
𣱆武 họ Vũ
⇔武võ"
㽳,võ,㽳㽳 vò võ
㽳,vò,"㽳㽳 vò võ
⇔㽳võ"
𠓺,vô,"𠫾𠓺 đi vô
㕵朱𡗋𠓺！ uống cho lắm vô!"
𢯞,vỗ,"𢯞𢬣 vỗ tay
𢯞脿 vỗ béo
𢯞𧗱 vỗ về"
噅,vơ,"巴噅 bơ vơ
𪷦噅 vẩn vơ
啫噅 chơ vơ
[翻]"
𡲈,vở,𡲈劇 vở kịch
𦅂,vớ,"丐𦅂 cái vớ
𫼳𦅂 mang vớ"
𫼻,vớ,"𫼻𥙩 vớ lấy
𫼻𪷦 vớ vẩn"
蚽,vờ,"𡥵蚽 con vờ
殼如蚽 xác như vờ"
𥒮,vỡ,"打𥒮 đánh vỡ
易𥒮 dễ vỡ
𥒮䏾 vỡ bụng
散𥒮 tan vỡ"
𱙡,vợ,"𱙡𫯳 vợ chồng
𱙡𪥘󠄁 vợ cả
[異]𡞕"
𨈒,vóc,"𨈒𠊛 vóc người
𨈒𠍵 vóc dáng
尋𨈒 tầm vóc"
㺔,voi,"𡥵㺔 con voi
𩵜㺔 cá voi
得㺔𠾕仙 được voi đòi tiên"
㖣,vòi,"㖣永 vòi vĩnh
[翻]"
𦞑,vòi,"𦞑浸 vòi tắm
𦞑𧋟 vòi muỗi"
𫏚,vội,"𧼋𫏚 chạy vội
𫏚傍 vội vàng
[異]倍"
潙,vơi,"𨔈潙 chơi vơi
[翻]"
𫬑,vời,"朱𫬑 cho vời
𫬑𦤾 vời đến"
𲂪,vốn,"錢𲂪 tiền vốn
𲂪詞 vốn từ
給𲂪 cấp vốn
價𲂪 giá vốn
𲂪冒險 vốn mạo hiểm
[異]本"
亡,VONG,"滅亡 diệt vong
亡命 vong mạng
亡靈 vong linh
傷亡 thương vong"
忘,VONG,忘恩 vong ân
𤥑,vòng,"𤥑圇 vòng tròn
𤥑𢬣 vòng tay
𤥑𨒺 vòng quanh
㧅𤥑 đeo vòng
[異]𨦩"
妄,VỌNG,"狂妄 cuồng vọng
妄言 vọng ngôn"
望,VỌNG,"希望 hi vọng
願望 nguyện vọng
望族 vọng tộc
㗂望 tiếng vọng
[翻]"
望,vông,"遠望 viển vông
[翻]"
浡,vọt,"𬦮浡 nhảy vọt
浡𫥨 vọt ra
[翻]"
𣾼,vớt,𢴊𣾼 trục vớt
𦅲,vợt,勌𦅲 quần vợt
誣,VU,"誣控 vu khống
誣冤 vu oan
誣告 vu cáo"
蕪,VU,荒蕪 hoang vu
𦜘,vú,"𦜘媄 vú mẹ
𦜘𣷱 vú sữa
𦜘𩝺 vú nuôi"
宇,VŨ,宇宙 vũ trụ
羽,VŨ,𣯡羽 lông vũ
雨,VŨ,"穀雨 cốc vũ
雷雨 lôi vũ
風雨表 phong vũ biểu"
舞,VŨ,"舞會 vũ hội
歌舞 ca vũ"
舞,VÕ,"鼓舞 cổ võ
⇔舞vũ"
鵡,VŨ,鸚鵡 anh vũ
杅,vụ,"𡥵杅 con vụ
打杅 đánh vụ"
務,VỤ,"務役 vụ việc
務利 vụ lợi
務件 vụ kiện"
𤤰,vua,"茹𤤰 nhà vua
𤤰主 vua chúa"
𣃣,vừa,"𣃣𢚸 vừa lòng
𣃣沛 vừa phải
𣃣㵋 vừa mới
𣃣𢱨 vừa vặn
[異]皮"
域,VỰC,"區域 khu vực
領域 lĩnh vực
[翻]"
掝,vực,"㘈掝 ngờ vực
掝𠊛醝𧗱 vực người say về"
淢,vực,"淢漊 vực sâu
淢瀋 vực thẳm"
𢝙,vui,"安𢝙 yên vui
𢝙𢜠 vui mừng
𢝙𢯷 vui vầy
𢝙𨤔 vui vẻ
[翻]"
掊,vùi,"掊𡏽 vùi dập
墫掊 chôn vùi"
𢱔,vun,"𢱔𣑺 vun trồng
𢱔㙮 vun đắp
𢱔𢯝 vun vén
𢱔𢲳 vun xới
𢱔𱜏 vun vút"
僎,vụn,僎伆 vụn vặt
摓,vùng,"摓𬨠 vùng lên
捤摓 vẫy vùng"
漨,vùng,"漨𡐙 vùng đất
漨沔 vùng miền
漨𡗶 vùng trời
[異]𡓄"
淎,vũng,"淎渃 vũng nước
淎艚 Vũng Tàu"
𢜗,vụng,"咹𢜗 ăn vụng
𢜗𥌈 vụng trộm
𢜗𧗱 vụng về
[翻]"
凭,vững,"凭𢡠 vững chắc
凭胣 vững dạ
𥾽凭 bền vững
𣖟盤朱凭 kê bàn cho vững"
𫏖,vươn,𫏖𬨠 vươn lên
𣃱,vuông,𣃱𧣳 vuông góc
王,VƯƠNG,"王國 vương quốc
王子 vương tử
君王 quân vương"
